,review_id,zone,review,clean_review,neg,neu,pos,compound,pred_reg_logist,pred_mnb,predicted_rating
10,R1OBFLUCVTRD51,Europe,"Expect to be attached to Amazon and add payment methods just to stream Netflix.. There are cheaper non-amazon brands out there and the price is huge for the hard reality that Amazon is just gaining more of your privacy. Product will only work with an amazon account, which you will need to create and it obligates you to add a payment method. In other words you are forced to be attached to amazon if you are just looking to use something like Netflix. Clearly your privacy options are gone once you sign those T&C's.",expect attach amazon add payment method just stream netflix cheaper nonamazon brand price huge hard realiti amazon just gain privaci product work amazon account need creat oblig add payment method word forc attach amazon just look use like netflix clearli privaci option gone sign tc,0.026,0.693,0.281,0.891,True,False,0
11,R1ULL0XDLPPUZL,North-America,"Great set for a great price!. First time ordering a bed set online, but they feel so great! They have been through a few washes and hasn't faded or got ruined. The cotton also hasn't been ruined by the dryer. Very cozy. They stay fresh all night.",great set great price time order bed set onlin feel great wash fade got ruin cotton ruin dryer cozi stay fresh night,0.199,0.419,0.382,0.7906,True,True,4
12,R2OOD3VZZXNQX2,Europe,"Transformed my eight year old Sony, Bravia KDL Model.. Seldom watch T/V but with the nights drawing in and the current situation felt I might have to! Therefore, for £30 decided to update my eight year old Sony Bravia KDL Model that no longer had the energy or capability to support iPlayer, You Tube etc. Installation, took less than 15 minutes, very easy. Then, the updates since manufacture loaded, and the bar made its progress across the screen and 'Wallah' my television was transformed! Picture quality and sound, brilliant. Still won't be watching much television, but for 'You Tube' it will be great. Money well spent and 'Alexa' too very useful when you're looking for something in particular. Highly recommended.",transform year old soni bravia kdl model seldom watch tv night draw current situat felt 30 decid updat year old soni bravia kdl model longer energi capabl support iplay tube instal took 15 minut easi updat manufactur load bar progress screen wallah televis transform pictur qualiti sound brilliant wont watch televis tube great money spent alexa use your look particular highli recommend,0.0,0.782,0.218,0.9423,True,False,4
13,R2MT1J6I7IIQ3M,North-America,"Terrible quality. Had a lot of lint after the first wash. Thought maybe I had something in the wash with it that caused it (although in hindsight, I realize I washed it alone). It’s going on the trash. It’s only gotten worse. The stuffing seems to be coming out in the seams and it even has some tears. Horrible quality.",terribl qualiti lot lint wash thought mayb wash caus hindsight realiz wash go trash gotten wors stuf come seam tear horribl qualiti,0.0,1.0,0.0,0.0,False,False,0
14,R27VJBY3W0RMZH,Europe,"Simplicity itself. I haven't given any stars for Alexa integration, for the simple reason that I haven't used it. Can't be bothered with all this newfangled voice control stuff. That's why I went with the Lite version in the first place - why pay for a bunch of bells and whistles I'm not going to use?As for the rest, though, I have no complaints. It was very simple and straightforward to set up and use. The stick is designed to plug into a spare HDMI port on the TV, but wouldn't fit due to a plug in the adjacent port. Fortunately they've allowed for this eventuality by including a short HDMI extension lead, and that did the trick.After that, all I had to do was follow the on-screen instructions to link it to my wi-fi and then my streaming accounts. That was slightly time-consuming due to having to enter all the various passwords and authorization codes, but once it's done it's done and I can watch to my heart's content.The picture quality's fine and I've had no problems. Watching Netflix and Amazon Prime shows via the Fire stick is an improvement from watching via Virgin, because there's no frame-rate incompatibility, so no motion judder.If a programme is left in pause for too long the screen will revert to a photo slideshow, but pressing the ""U-turn"" button will take you back to the Resume option.As for the remote, it's much smaller and lighter than those for my TV, Blu-ray, etc., but the controls are simple and intuitive. My only minor quibble is that using the up/down/left/right buttons to search through menus can make my finger a bit sore (and yes, that wouldn't happen with Alexa, but then my throat might get sore!)Given its small size and cheapness this gadget punches way above its weight and I have no hesitation in recommending it. (And yes, iPlayer and BritBox are indeed available!)",simplic havent given star alexa integr simpl reason havent use bother newfangl voic control stuff that went lite version place pay bunch bell whistl im go usea rest complaint simpl straightforward set use stick design plug spare hdmi port tv wouldnt fit plug adjac port fortun theyv allow eventu includ short hdmi extens lead did trickaft follow onscreen instruct link wifi stream account slightli timeconsum have enter variou password author code watch heart contentth pictur qualiti fine ive problem watch netflix amazon prime show stick improv watch virgin there framer incompat motion judderif programm left paus long screen revert photo slideshow press uturn button resum optiona remot smaller lighter tv bluray control simpl intuit minor quibbl use updownleftright button search menu make finger bit sore ye wouldnt happen alexa throat soregiven small size cheap gadget punch way weight hesit recommend ye iplay britbox avail,0.07,0.865,0.064,-0.2439,False,False,4
15,R3O5YVXR9WQTCX,North-America,"Updated 1/9/2019 after two plus years use and,... we picked up this two years ago, first the good. upon arrival the comforter was well made, no stray threads or any other quality issues. the coloring is good, uniform and stands up well to cleaning. it is medium weight but does an exceptional job holding in warmth. on a cold winter night it certainly does the job. as to fit it is just as expected no issues there at all.the not so good (mostly due to us). a couple times a year we'd throw it into the washer and had no problems (nearest dry cleaner is a 60 mile round trip). but with time things happen. the last time it was washed, a few months back we noticed some of the quilted threads had started to come loose and pop up. it was only a few no big deal but now unfortunately a lot more of those cross threads are coming loose. again it is just over two years old and it wasn't all that costly so I really can't complain.all said it still looks good but I don't expect to be able to wash this again without it coming apart even more so. we'll keep it til summer which will be the three year mark and then get a replacement. that replacement will be the same as we genuinely have been happy with this the entire time we've had it in use.caveat, dry cleaning would make it last much longer however when factoring the cost to have that done versus replacement after three years it really made no financial sense to go that route.",updat 192019 plu year use pick year ago good arriv comfort stray thread qualiti issu color good uniform stand clean medium weight doe except job hold warmth cold winter night certainli doe job fit just expect issu allth good coupl time year wed throw washer problem nearest dri cleaner 60 mile round trip time thing happen time wash month notic quilt thread start come loos pop big deal unfortun lot cross thread come loos just year old wasnt costli realli complainal said look good dont expect abl wash come apart til summer year mark replac replac genuin happi entir time weve usecaveat dri clean make longer factor cost versu replac year realli financi sens rout,0.02,0.78,0.2,0.9682,True,False,4
16,R7EZGO5BNEN88,North-America,"first time I buy a bad product in Amazon. It came apart right away, the insides filling material started to come out. Regret buying, first time I buy a bad product in Amazon, I order every month for.many years",time buy bad product amazon came apart right away insid fill materi start come regret buy time buy bad product amazon order month formani year,0.295,0.602,0.102,-0.8126,False,False,0
17,R1QPPEBHHUEKHF,North-America,"Very Soft, Very Plush, Very Comfortable!. I bought this comforter in the Taupe color - it is a teeny bit more brown than the picture shows (at least on my computer monitor), but it still matches my bedroom decor really well so I'm keeping it! It is super soft when you run your hand over it and it is super plush - I have not been able to get my cats off of it since I put it on the bed two days ago. I have a full-sized mattress and it covers it evenly, without being too long on any side (I DO fold it down about a foot and a half, which keeps it from touching the floor at the end of the bed). One thing I have noticed is that it gets a bit warm, but it is perfect if you have a/c running. I imagine that this will be perfect in the winter, and I won't need to pile additional blankets on it to compensate.Overall, I'm very pleased with my purchase!UPDATE:I have had this for a week now, and one thing I noticed was a defect with a lot of extra string along one of the seams of a few the comforter squares. To keep my cats from getting caught in or chewing on the string, I had to cut it, which ended up opening that seam.  So the squares are now connected, but so far it hasn't made any difference, and I don't think it will in the long run. I contacted the company anyway and they replied quickly and told me to get in touch with them immediately if it causes any issues, so I am keeping my 5 star rating for their fast reply and promise of service.Otherwise, I'm still happy with it, and very glad I purchased it.",soft plush comfort bought comfort taup color teeni bit brown pictur show comput monitor match bedroom decor realli im keep super soft run hand super plush abl cat bed day ago fullsiz mattress cover evenli long fold foot half keep touch floor end bed thing notic get bit warm perfect ac run imagin perfect winter wont need pile addit blanket compensateoveral im pleas purchaseupdatei week thing notic defect lot extra string seam comfort squar cat get caught chew string cut end open seam squar connect far differ dont think long run contact compani repli quickli told touch immedi caus issu keep 5 star rate fast repli promis serviceotherwis im happi glad purchas,0.034,0.737,0.229,0.9783,True,True,4
18,R2KNP9WEQ6N9FK,North-America,So soft & comfortable!. I bought 2 of these for my sons room. One red & the other dark blue/navy. They’re very soft  & washed up nicely. Much better than expected. My boys love them. I was looking for the perfect red for my son! The red is brighter than pictured which is what I was hoping for. He’s very happy with it!,soft comfort bought 2 son room red dark bluenavi theyr soft wash nice better expect boy love look perfect red son red brighter pictur hope he happi,0.0,0.468,0.532,0.9666,True,True,4
19,R3PVTRV208BGL9,North-America,Very good value!!!. I was searching for an inexpensive comforter set for our guest room. This set fits the bill!  It's very soft and light weight.  I got the taupe in twin size.  The color looks just like it does on my computer monitor.  The pillow sham that comes with the comforter has a flanged edge.  I tried using it on my bed the same way it's shown in the picture.  The flanged edge wouldn't stand up though because the fabric isn't stiff enough.  I ended up turning the sham inside out (so the flange doesn't show) before I put my pillow in it.  The fabric is exactly the same on both sides so I was able to do this.  I think it looks better that way.  The comforter comes in a vacuum sealed package and looks very flat when you first open it up.  I put it in the dryer (on low heat) for 20 minutes before putting it on my bed. It fluffed up nicely! It did look a little wrinkled (even after coming out of the dryer) so I ironed it on low heat without even taking it off the bed.  I haven't washed it yet.  When I do I will take it to the laundromat and wash it in a large capacity washer.  I think the people that had problems with it probably put it in their home washer and it got caught on the agitator.,good valu search inexpens comfort set guest room set fit soft light weight got taup twin size color look just like doe comput monitor pillow sham come comfort flang edg tri use bed way shown pictur flang edg wouldnt stand fabric isnt stiff end turn sham insid flang doesnt pillow fabric exactli side abl think look better way comfort come vacuum seal packag look flat open dryer low heat 20 minut put bed fluf nice did look littl wrinkl come dryer iron low heat take bed havent wash laundromat wash larg capac washer think peopl problem probabl home washer got caught agit,0.058,0.765,0.177,0.9217,True,True,4
20,R2ZU7BTBKE1JEC,Europe,"Dissapointed - Not Great when connected to Ring Doorbell. Bought this mainly as a screen for my Ring doorbell so when door rings we can see who is there.  Unfortunately although it kind of works it only stays on the screen for about 20 secs, which is just after I generally get to the door.  Furthermore if you then ask Alexa to show the front door camera it takes another 10 seconds before the image appears, by which time the visitor has already gone home.  Without the ability to change the amount of time the screen stays on after the doorbell, is rung this is as useful as an inflatable dartboard.Other than that the Echo show is painfully slow to react and this is simply not good enough for anyone who owns a modern mobile phone or tablet.  Its a shame as it has potential.  On the positive - sound and screen quality are good.",dissapoint great connect ring doorbel bought mainli screen ring doorbel door ring unfortun kind work stay screen 20 sec just gener door furthermor ask alexa door camera take 10 second imag appear time visitor gone home abil chang time screen stay doorbel rung use inflat dartboardoth echo pain slow react simpli good own modern mobil phone tablet shame potenti posit sound screen qualiti good,0.082,0.746,0.171,0.7845,False,False,4
21,R2X7LC96W0QPAO,Europe,NO Home Monitoring. The device is advertised as an Echo Show with Home Monitoring facility through the on-board camera. This does not work as there is a known fault with this particular product. Not just mine but all Echo Show 5 (2nd Gen). Based on my experience and the amount of time wasted over the telephone I cannot honestly recommend this product.,home monitor devic advertis echo home monitor facil onboard camera doe work known fault particular product just echo 5 2nd gen base experi time wast telephon honestli recommend product,0.087,0.833,0.08,-0.0516,False,False,4
22,R2NNPY62ZZUTG2,Europe,"Still a great device although changes between generations are minor. The Echo Show 5 2nd Gen is a great device, it's identical in design and build to the 1st Gen, but with a few different features. It has a newly upgraded camera with 2MP instead of 1MP, which means enhanced video call quality, it's now made from a climate friendly sustainable build using largely recycled materials and it also uses less power.So realistically it's pretty much the same great device it use to be with some minor modifications. It's a little bit more expensive but that's just the way marketing works to drive you onto the new device and it still works just aswell in terms of voice activation.I love the device, I love the ease of use, how well it works and the thousands of different skills you can enable to maximise your use of your smart home device. The Show 5 has a nice compact size, has a screen if you want to view video recipes, can set timers, can give you definitions or synonyms, can answer most questions, can play movies, can show you who is at your door, can show you your CCTV and can order your shopping if you want.The possibilities are endless and the device is really impressive. The volume capabilities are decent for the size of it and overall I'm very happy with the value for money. Sure there's not huge improvements on the 1st Gen device, but then the 1st Gen is a perfectly good smart home system that in my opinion didn't really need improved.Conclusion the same great device with some minor tweaks. Don't rush out to replace your existing Show 5 like I did though or you'll be disappointed.",great devic chang gener minor echo 5 2nd gen great devic ident design build 1st gen differ featur newli upgrad camera 2mp instead 1mp mean enhanc video qualiti climat friendli sustain build use larg recycl materi use powerso realist pretti great devic use minor modif littl bit expens that just way market work drive new devic work just aswel term voic activationi love devic love eas use work thousand differ skill enabl maximis use smart home devic 5 nice compact size screen want view video recip set timer definit synonym answer question play movi door cctv order shop wantth possibl endless devic realli impress volum capabl decent size overal im happi valu money sure there huge improv 1st gen devic 1st gen perfectli good smart home opinion didnt realli need improvedconclus great devic minor tweak dont rush replac exist 5 like did youll disappoint,0.015,0.703,0.281,0.9927,True,True,4
23,R1ENK951IKDBXX,Europe,"fantastic. I was at first hesitant to get this. But then once i had some new window screens put up to stop the dogs barking at shadows when people walk past the front door. I as wouldn't have been able to see out ruffly if someone was at the door. I do have camera active doorbell connected to my phone but found loading time can be a bit slow. So decided for security safety to get this as works with my cameras. so i can mount on the wall and be able to keep camera active during the day so i can see who is coming and going.unfortunately i have yet to figure out how to get the camera screen to activate on its own when the door bell rings.The screen is nice and clear and if i wanted to i could use the built in camera to check in from my phone using the echo camera. But i do have security cameras already set up, good for back up if one goes down.The speaker is brilliant and size , design is compact and light enough.Over all it is great buy!",fantast hesit new window screen stop dog bark shadow peopl walk past door wouldnt abl ruffli door camera activ doorbel connect phone load time bit slow decid secur safeti work camera mount wall abl camera activ day come goingunfortun figur camera screen activ door bell ringsth screen nice clear want use built camera check phone use echo camera secur camera set good goe downth speaker brilliant size design compact light enoughov great buy,0.026,0.77,0.204,0.936,True,False,4
24,RLTYBANSWST4W,Europe,Great purchase 👌. I  have never brought one of these before I was a bit sceptical at first I wasn't going to buy it I am so glad I did I am so happy with it the best thing I have ever brought the sound is awesome thank you amazon very pleased with it well worth the money,great purchas brought bit sceptic wasnt go buy glad did happi best thing brought sound awesom thank amazon pleas worth money,0.136,0.426,0.438,0.8726,True,True,4
25,R2MID1C98MF4HQ,Europe,Great item. Item was well packed and easy to set up - Alexa app already installed on phone so it paired very easily.Normal Alexa functions.Might just be me but photos are not full screen but centred in the middle of the screen.Powerful speaker.,great item item pack easi set alexa app instal phone pair easilynorm alexa functionsmight just photo screen centr middl screenpow speaker,0.0,0.83,0.17,0.6249,True,False,4
26,R378V450G7DUHN,Europe,"Great piece of kit, tricky pairing!. Very pleased, not quite as easy to set up as I thought. Pairing it with my Sony music system proved to be rather problematic.I found it much easier doing it via the pulldown menu on the screen and it worked perfectly (pairing). It’s quite nice having it as a digital picture frame, also constant updates especially weather is very useful. I’m sick of shouting Alexa, so I know call it computer!",great piec kit tricki pair pleas quit easi set thought pair soni music prove problematici easier do pulldown menu screen work perfectli pair quit nice have digit pictur frame constant updat especi weather use im sick shout alexa know comput,0.067,0.735,0.198,0.7506,True,False,4
27,R3ACJYQ06O195L,Europe,"Not much different to first gen. Great little thing, can’t see much difference though between 1st and second gen, only camera a bit better, not really worth paying the extra, but then again I love my Amazon products so still very pleased with it",differ gen great littl thing differ 1st second gen camera bit better realli worth pay extra love amazon product pleas,0.046,0.464,0.49,0.9246,True,True,4
28,R2KCCKR1KBHPXU,Europe,reasonably easy to set up. bought this to be able to view my ring doorbell camera so far so good take your time to play with features to get best from it,reason easi set bought abl view ring doorbel camera far good time play featur best,0.0,0.558,0.442,0.8591,True,True,4
29,RDS89C7UKMYV2,Europe,Happy customer. Good device but room for improvement on the clock display settings,happi custom good devic room improv clock display set,0.0,0.734,0.266,0.4404,False,False,4
30,RCHXCZM8BURPS,Europe,"Echo Show. Easy to set up, looks good, sound quality great",echo easi set look good sound qualiti great,0.0,0.462,0.538,0.7906,True,True,4
31,R1GZ7AB0EMG6E7,Europe,"Great features and ease of use for great value item.. Great piece of kit. Sound quality excellent. Stylish displey, very clear screen and ideal size. Lots of great features. Love the security camera. Great value.",great featur eas use great valu item great piec kit sound qualiti excel stylish displey clear screen ideal size lot great featur love secur camera great valu,0.0,0.348,0.652,0.9879,True,True,4
32,R1NNY0REL9ZHS1,Europe,"Sound quality. This is definitely an improvement over the last model, improved sound good base gives you great music with prime.",sound qualiti definit improv model improv sound good base give great music prime,0.0,0.611,0.389,0.7906,True,True,4
33,R3UVP3KFCQ01EV,Europe,"Michael's review. Does everything they said, when I work out how to set the music it wakes me up with the fifth star will be given",michael review doe said work set music wake fifth star given,0.0,1.0,0.0,0.0,True,False,4
34,R2GH5B3JTNZ0EC,Europe,"Not good as a bedside clock. The UI is a bit sluggish, and either has some usability issues or is a bit buggy. I can't get the clock display I want, or it offers, so I have to ask Alexa the time.",good bedsid clock ui bit sluggish usabl issu bit buggi clock display want offer ask alexa time,0.129,0.67,0.201,0.128,False,False,4
35,R3R0AGWMA5UKQ4,Europe,"A little small for me. The idea is great but a little small for me,saved up and got the show 10 which is excellent",littl small idea great littl small mesav got 10 excel,0.0,0.53,0.47,0.7964,True,True,4
36,R2AXUSI1KHO5TW,Europe,Small yet useful. Reasonable product but no outputs and smaller than expected however the integration and personal organisations are good,small use reason product output smaller expect integr person organis good,0.0,0.775,0.225,0.4404,True,True,3
37,R2R1IHLPEGC71B,Europe,would have been 5 stars but this version has no jack plug. would have been 5 stars but this version comes without a plug at the back to enable connection to sound systems/earphones/better speakers. I was very disappointed!It does have Bluetooth and younger generations may have all their gadgets Bluetooth enabled - I don't.,5 star version jack plug 5 star version come plug enabl connect sound systemsearphonesbett speaker disappointedit doe bluetooth younger gener gadget bluetooth enabl dont,0.0,1.0,0.0,0.0,True,False,4
